book,chapter,verse,text_Tagalog,text_Hiligaynon
Genesis,47,5,"Pagkatapos ay sinabi ng Faraon kay Jose, “Ang iyong ama at ang iyong mga kapatid ay pumarito sa iyo.","Nagsiling ang hari kay Jose, “Karon nga nag-abot na ang imo amay kag mga utod,"
Genesis,47,6,"Ang lupain ng Ehipto ay nasa harapan mo; patirahin mo ang iyong ama at ang iyong mga kapatid sa pinakamabuti sa lupain, patirahin mo sila sa lupain ng Goshen at kung may alam ka sa kanilang may kakayahan, gawin mo silang mga tagapamahala ng aking mga hayop.”","bukas ang Egipto para sa imo pamilya. Paestara sila sa Goshen, nga isa ka maayo nga duta sa Egipto. Kon may nahibaluan ka sa ila nga masaligan, himua sila nga manugbantay sang akon mga kasapatan.”"
Genesis,47,7,"Kaya't isinama ni Jose si Jacob na kanyang ama at pinatayo niya sa harapan ng Faraon, at binasbasan ni Jacob ang Faraon.","Gindala ni Jose ang iya amay sa hari kag ginpakilala. Pagkatapos bendisyon ni Jacob sa hari,"
Genesis,47,8,"Sinabi ng Faraon kay Jacob, “Gaanong karami na ang mga araw ng mga taon ng iyong buhay?”","ginpamangkot siya sang hari, “Pila na ang imo edad?”"
Genesis,47,9,"Sinabi ni Jacob sa Faraon, “Ang mga taon ng aking paninirahan sa lupa ay isandaan at tatlumpung taon; kakaunti at masasama ang naging mga taon ng aking buhay. Hindi iyon maihahambing sa mga taon ng buhay ng aking mga ninuno sa panahon ng kanilang mahabang pamumuhay.”","Nagsabat siya, “130 na ka tuig. Malip-ot kag mabudlay ang akon nga pagkabuhi diri sa duta. Indi ini makatupong sa kalawigon sang pagkabuhi sang akon mga katigulangan.”"
Genesis,47,10,At binasbasan ni Jacob ang Faraon at umalis sa harapan ng Faraon.,"Pagkatapos ginbendisyunan liwat ni Jacob ang hari, kag dayon naghalin siya sa presensya sang hari."
Genesis,47,11,"Pinatira ni Jose ang kanyang ama at ang kanyang mga kapatid, at sila'y binigyan ng lugar sa lupain ng Ehipto, sa pinakamabuti sa lupain, sa lupain ng Rameses, gaya ng iniutos ng Faraon.","Suno sa sugo sang hari, ginpaestar ni Jose ang iya amay kag mga utod sa Egipto; ginhatag niya sa ila ang lugar sang Rameses, nga isa ka maayo nga duta sa Egipto."
Genesis,47,12,"Binigyan ni Jose ng pagkain ang kanyang ama, ang kanyang mga kapatid, at ang buong sambahayan ng kanyang ama, ayon sa bilang ng kanilang mga anak. Ang Taggutom at ang Bunga Noon","Ginsustentuhan ni Jose sang pagkaon ang iya amay, mga utod, kag ang bug-os nga panimalay sang iya amay, suno sa kadamuon sang ila kabataan."
Genesis,47,13,"Noon ay walang pagkain sa buong lupain sapagkat matindi ang taggutom, at ang lupain ng Ehipto at ang lupain ng Canaan ay nanghina dahil sa taggutom.","Karon, puwerte na gid ang gutom, gani wala na sang pagkaon bisan diin nga lugar. Nagluya na ang mga tawo sa Egipto kag sa Canaan tungod sa gutom."
Genesis,47,14,"Kaya't tinipon ni Jose ang lahat ng salapi na natagpuan sa lupain ng Ehipto at Canaan, kapalit ng trigong kanilang binibili at ipinasok ni Jose ang salapi sa bahay ng Faraon.","Gintipon ni Jose ang tanan nga kuwarta nga ginbayad sang mga taga-Egipto kag taga-Canaan sa pagkaon nga ila ginbakal, kag gindala niya ini sa palasyo sang hari."
Genesis,47,15,"Nang ang salapi ay maubos nang lahat sa lupain ng Ehipto at Canaan, pumunta kay Jose ang lahat ng mga Ehipcio, at nagsabi, “Bigyan mo kami ng pagkain, bakit kami mamamatay sa iyong harapan? Sapagkat ang aming salapi ay naubos na.”","Nag-abot ang tiyempo nga naubos na ang kuwarta sang taga-Egipto kag taga-Canaan. Nagkadto ang mga taga-Egipto kay Jose kag nagsiling, “Wala na kami sang kuwarta. Tagai na lang kami sang pagkaon kay daw mapatay na kami sa gutom.”"
Genesis,47,16,"Sinabi ni Jose, “Ibigay ninyo ang inyong mga hayop; at bibigyan ko kayo kapalit ng inyong mga hayop, kung naubos na ang salapi.”","Nagsiling si Jose, “Kon wala na gid man kamo sang kuwarta, dal-a ninyo diri ang inyo mga sapat kag amo ang ibayad ninyo sa pagkaon.”"
Genesis,47,17,"Kaya't dinala nila ang kanilang mga hayop kay Jose, at binigyan sila ni Jose ng pagkain kapalit ng mga kabayo, mga kawan, mga bakahan, at mga asno. Nang taong iyon, sila'y kanyang binigyan ng pagkain kapalit ng lahat nilang mga hayop.","Gani gindala nila kay Jose ang ila mga kabayo, karnero, baka, kag asno, kag ginbaylo sa pagkaon. Sa bug-os nga tuig, ginsustentuhan sila ni Jose sang pagkaon sa baylo sang ila mga sapat."
Genesis,47,18,"Nang matapos ang taong iyon ay muli silang pumunta sa kanya nang ikalawang taon. Sinabi nila sa kanya, “Hindi namin maililihim sa aming panginoon na ang pilak at mga kawan ng hayop ay naubos na at ang mga kawan ng hayop ay sa aking panginoon na. Wala nang naiiwan sa paningin ng aking panginoon kundi ang aming katawan at ang aming mga lupain.","Pagkaligad sang isa ka tuig, nagkadto naman ang mga tawo kay Jose kag nagsiling, “Indi lipod sa imo nga wala na kami sing kuwarta kag ang amon mga kasapatan ara na sa imo. Wala na gid sing may nabilin sa amon, luwas sa amon kaugalingon kag mga duta."
Genesis,47,19,"Dapat ba kaming mamatay sa inyong harapan, kami at ang aming lupain? Bilhin mo kami at ang aming mga lupain kapalit ng pagkain, at kami at ang aming lupain ay magiging mga alipin sa Faraon. Bigyan mo kami ng binhi, upang kami ay mabuhay at huwag mamatay, upang ang lupain ay huwag maging walang laman.”",Gani buligi man kami nga indi kami mapatay kag indi mapabay-an ang amon mga duta. Sugot kami nga mangin ulipon sang hari kag mangin iya ang amon mga duta para lang may pagkaon kami. Tagai kami dayon sang mga binhi nga matanom agod indi kami mapatay kag agod indi mapabay-an ang amon mga duta.”
Genesis,47,20,"Kaya't binili ni Jose ang buong lupain ng Ehipto para sa Faraon. Ipinagbili ng bawat isa sa mga Ehipcio ang kanyang bukid, sapagkat matindi para sa kanila ang taggutom. Kaya't ang lupain ay naging sa Faraon.","Gani ginbaligya sang tanan nga taga-Egipto ang ila mga duta sa kay Jose tungod puwerte na gid ang gutom. Ginbakal ini tanan ni Jose para sa hari, gani ang ato nga mga duta nangin iya sang hari."
Genesis,47,21,"At tungkol sa mga tao, kanyang ginawa silang mga alipin mula sa isang dulo ng hangganan ng Ehipto hanggang sa kabilang dulo.",Ginhimo ni Jose nga ulipon sang hari ang mga tawo sa bug-os nga duta sang Egipto.
Genesis,47,22,"Tanging ang lupa lamang ng mga pari ang hindi niya binili, sapagkat ang Faraon ay nagtakda ng bahagi para sa mga pari at karaniwang kumakain sila mula sa bahagi na ibinibigay sa kanila ng Faraon. Dahil dito, hindi nila ipinagbili ang kanilang lupa.",Ang mga duta gid lang sang mga pari ang wala mabakal ni Jose. Indi nila kinahanglan nga ibaligya ang ila mga duta tungod kay ginasustentuhan sila sang hari sang ila pagkaon.
Genesis,47,23,"Nang magkagayo'y sinabi ni Jose sa bayan, “Ngayo'y binili ko kayo sa araw na ito at ang inyong mga lupa para sa Faraon. Narito ang binhi para sa inyo; hasikan ninyo ang lupa.","Nagsiling si Jose sa mga tawo, “Karon nga ginbakal ko na kamo kag ang inyo mga duta para sa hari, ari ang binhi para makatanom kamo."
Genesis,47,24,"Sa panahon ng inyong pag-aani ay ibibigay ninyo ang ikalimang bahagi sa Faraon, at ang apat na bahagi ay para sa inyo, para sa binhi sa bukid at bilang pagkain ninyo, ng inyong mga kasambahay, at ng inyong mga anak.”","Kon mag-ani na gani kamo, ihatag ninyo sa hari ang ikalima nga parte sang inyo patubas. Kag ang nabilin inyo na, para may matanom kamo kag may pagkaon ang inyo bug-os nga panimalay.”"
Genesis,47,25,"Kanilang sinabi, “Iniligtas mo ang aming buhay; kung gugustuhin ng aking panginoon, kami ay magiging mga alipin ng Faraon.”","Nagsiling ang mga tawo, “Sir, maayo ka gid sa amon; ginluwas mo ang amon kabuhi. Sugot kami nga mangin ulipon sang hari.”"
Genesis,47,26,Kaya't ginawang kautusan ni Jose sa lupain ng Ehipto hanggang sa araw na ito na ang ikalimang bahagi ay para kay Faraon. Tanging ang lupa ng mga pari ang hindi naging kay Faraon. Huling Pakiusap ni Jacob,Gani ginhimo ni Jose nga kasuguan sa duta sang Egipto nga ang ikalima nga parte sang patubas para sa hari. Ini nga kasuguan nagapadayon pa hasta subong. Ang mga duta gid lang sang mga pari ang wala ginapanag-iyahan sang hari.
Genesis,47,27,"Kaya't si Israel ay nanirahan sa lupain ng Ehipto, sa lupain ng Goshen; at sila'y nagkaroon ng mga pag-aari roon, at sumagana at naging napakarami.",Didto nag-estar ang mga Israelinhon sa Goshen nga sakop sang Egipto. Nakaangkon sila didto sang duta kag nagdamo pa gid ang ila kabataan.
Genesis,47,28,"Si Jacob ay nanirahan sa lupain ng Ehipto ng labimpitong taon; kaya't ang mga araw ni Jacob, ang mga taon ng kanyang buhay, ay isandaan at apatnapu't pitong taon.",Nag-estar si Jacob sa Egipto sang 17 ka tuig; nagkabuhi siya hasta sa edad nga 147 ka tuig.
Genesis,47,29,"Nang ang araw ng kamatayan ni Israel ay malapit na, tinawag niya ang kanyang anak na si Jose, at sinabi sa kanya, “Kung ako ngayon ay makakatagpo ng biyaya sa iyong paningin, hinihiling ko na ilagay mo ang iyong kamay sa ilalim ng aking hita, at mangako kang maging tapat at tunay sa akin. Huwag mo akong ililibing sa Ehipto.","Sang nabatyagan niya nga dali na lang siya mapatay, gintawag niya si Jose kag nagsiling sa iya, “Kon mahimo ibutang ang imo kamot sa tunga-tunga sang duha ko ka paa kag magpromisa ka nga ipakita mo ang imo padayon nga kaayo sa akon. Indi mo ako pag-ilubong diri sa Egipto."
Genesis,47,30,"Kapag ako'y humimlay na kasama ng aking mga ninuno, ilabas mo ako mula sa Ehipto, at ilibing mo ako sa kanilang libingan.” At sinabi ni Jose, “Aking gagawin ang ayon sa iyong sinabi.”","Kon mapatay na ako, ilubong mo ako sa lulubngan sang akon mga katigulangan.” Nagsabat si Jose, “Tumanon ko ang imo ginsiling.”"
Genesis,47,31,"Kanyang sinabi, “Sumumpa ka sa akin;” at sumumpa siya sa kanya. At yumuko si Israel sa ulunan ng kanyang higaan.","Nagsiling dayon si Jacob, “Magsumpa ka sa akon nga tumanon mo gid ini .” Gani nagsumpa si Jose sa iya. Dayon nagluhod si Jacob sa iya hiligdaan sa pagpasalamat sa Dios ."
Genesis,48,1,"Pagkatapos ng mga bagay na ito, sinabi kay Jose, “Ang iyong ama ay may sakit.” Kaya't isinama niya ang kanyang dalawang anak, sina Manases at Efraim.",Sang ulihi may nagsugid kay Jose nga nagamasakit ang iya amay nga si Jacob . Gani gindala niya ang iya duha ka anak nga si Manase kag si Efraim kag nagkadto sa iya .
Genesis,48,2,"Nang sabihin kay Jacob, “Narito, pinuntahan ka ng anak mong si Jose;” siya ay nagpalakas at umupo sa higaan.","Sang ginsugiran si Jacob nga nag-abot ang iya anak nga si Jose, gintinguhaan niya nga makapungko sa iya hiligdaan."
Genesis,48,3,"Sinabi ni Jacob kay Jose, “Ang Diyos na Makapangyarihan sa lahat ay nagpakita sa akin sa Luz sa lupain ng Canaan, at binasbasan ako,","Nagsiling si Jacob kay Jose, “Sang didto pa ako sa Luz, sa duta sang Canaan, nagpakita sa akon ang Makagagahom nga Dios kag ginbendisyunan niya ako."
Genesis,48,4,"at sinabi sa akin, ‘Palalaguin at pararamihin kita, at gagawin kitang isang kapisanan ng mga bayan; at ibibigay ko ang lupaing ito sa iyong binhi pagkamatay mo, bilang isang pag-aari magpakailanman.’","Siling niya, ‘Hatagan ko ikaw sang madamo nga mga kaliwat agod mangin amay ka sang madamo nga mga katawhan. Kag ihatag ko ang ini nga duta sang Canaan sa imo mga kaliwat kag mangin ila ini hasta san-o.’ ”"
Genesis,48,5,"Kaya't akin na ngayon ang dalawa mong anak na ipinanganak sa iyo sa lupain ng Ehipto bago ako pumarito sa iyo: sina Efraim at Manases, gaya nina Ruben at Simeon.","Nagpadayon si Jacob sa pagsiling, “Ang duha mo ka anak nga si Efraim kag si Manase, nga natawo diri sa Egipto antes ako mag-abot, kabigon ko nga akon mga anak. Gani pareho kay Reuben kag kay Simeon, magahalin man sa ila ang mga Israelinhon nga mga tribo ."
Genesis,48,6,Ang iyong mga anak na ipinanganak pagkaraan nila ay magiging iyo; sila'y tatawagin sa kanilang mana ayon sa pangalan ng kanilang mga kapatid.,"Pero ang masunod mo nga mga anak magapabilin nga imo, kag makabaton sila sang palanublion halin kay Efraim kag kay Manase."
Genesis,48,7,"Sapagkat nang ako'y dumating mula sa Padan, si Raquel ay namatay sa lupain ng Canaan sa daan, nang malapit nang makarating sa Efrata; at inilibing ko siya roon sa daan ng Efrata” (na siya ring Bethlehem).","“Nadumduman ko nga sang paghalin namon sa Padan kag nagapanglakaton kami sa duta sang Canaan, napatay ang imo iloy. Natabo ini sang malapit na kami sa Efrata, gani ginlubong ko na lang siya sa higad sang dalan nga pakadto sa Efrata” (nga amo man ang Betlehem.)"
Genesis,48,8,"Nang nakita ni Israel ang mga anak ni Jose, ay sinabi niya, “Sinu-sino ang mga ito?”","Sang makita ni Israel ang mga anak ni Jose, nagpamangkot siya, “Sin-o sila?”"
Genesis,48,9,"Sinabi ni Jose sa kanyang ama, “Sila'y aking mga anak, na ibinigay ng Diyos sa akin dito.” Kanyang sinabi, “Dalhin mo sila sa akin, at sila'y aking babasbasan.”","Nagsabat si Jose, “Sila ang akon mga anak nga ginhatag sa akon sang Dios diri sa Egipto .” Dayon nagsiling si Israel, “Dal-a sila diri sa akon agod mabendisyunan ko sila.”"
Genesis,48,10,"Ang mga mata nga ni Israel ay malabo na dahil sa katandaan, at hindi na siya makakita. Kanyang hinagkan sila, at niyakap.","Daw indi na makakita si Israel tungod sa iya katigulangon, gani gindala ni Jose ang iya mga anak palapit kay Israel. Ginhakos sila ni Israel kag ginhalukan."
Genesis,48,11,"Sinabi ni Israel kay Jose, “Hindi ko akalaing makikita ko pa ang iyong mukha, at ngayon ay ipinakita rin sa akin ng Diyos ang iyong binhi.”","Nagsiling si Israel kay Jose, “Wala na gid ako maglaom nga makita ko pa ikaw, pero karon gintugot sang Dios nga indi lang ikaw ang akon makita kundi pati man ang imo mga anak.”"
Genesis,48,12,"Sila'y inalis ni Jose mula sa kanyang mga tuhod, at iniyuko ang kanyang mukha sa lupa.",Ginkuha dayon ni Jose ang iya mga anak sa sabak ni Israel kag nagluhod siya bilang pagtahod sa iya amay .
Genesis,48,13,"Kapwa sila dinala ni Jose, si Efraim sa kanyang kanang kamay patungo sa kaliwang panig ni Israel, at si Manases sa kanyang kaliwang kamay patungo sa kanang panig ni Israel, at kanyang inilapit sila sa kanya.","Dayon ginpapalapit niya liwat ang iya mga anak sa ila lolo agod bendisyunan sila . Si Efraim sa may tuo ni Jose, bali sa wala ni Israel; kag si Manase sa may wala ni Jose, bali sa tuo ni Israel."
Genesis,48,14,"Iniunat ni Israel ang kanyang kanang kamay at ipinatong sa ulo ni Efraim, na siyang bunso, at ang kanyang kaliwang kamay sa ulo ni Manases, na pinagkrus ang kanyang mga kamay; sapagkat si Manases ang panganay.","Pero gintungtong ni Israel ang iya tuo nga kamot sa ulo ni Efraim nga amo ang manghod, kag gintungtong niya ang iya wala nga kamot sa ulo ni Manase nga amo ang magulang."
Genesis,48,15,"Kanyang binasbasan si Jose, at sinabi, “Ang Diyos na sa harapan niya ay lumakad ang aking mga ninuno na sina Abraham at Isaac, ang Diyos na naging pastol ko simula nang ako'y ipanganak hanggang sa araw na ito,","Dayon ginbendisyunan niya sila nga nagasiling, “Kabay pa nga bendisyunan ini nga mga bata sang Dios nga gin-alagad sang akon katigulangan nga si Abraham kag si Isaac, nga amo man ang Dios nga nagabantay sa akon halin sang akon pagkatawo hasta subong."
Genesis,48,16,"ang anghel na tumubos sa akin sa bawat kasamaan, nawa'y pagpalain niya ang mga batang ito; at tawagin nawa sila sa aking pangalan, at sa pangalan ng aking mga magulang na sina Abraham at Isaac, at nawa'y dumami sila sa ibabaw ng lupa.”",Kag kabay pa nga bendisyunan man sila sang anghel nga nagluwas sa akon sa tanan nga katalagman. Kabay pa nga madumduman ako kag ang akon katigulangan nga si Abraham kag si Isaac paagi sa ila. Kag kabay pa nga magdamo gid sila sa kalibutan.”
Genesis,48,17,"Nang makita ni Jose na ipinatong ng kanyang ama ang kanyang kanang kamay sa ulo ni Efraim, ito ay naging masama sa kanyang paningin. Kaya't hinawakan niya ang kamay ng kanyang ama upang ilipat mula sa ulo ni Efraim tungo sa ulo ni Manases.","Pagkakita ni Jose nga ginatungtong sang iya amay ang iya tuo nga kamot sa ulo ni Efraim, naglain iya buot. Gani gin-uyatan niya ang kamot sang iya amay agod sayluhon kay Manase,"
Genesis,48,18,"At sinabi ni Jose sa kanyang ama, “Hindi ganyan, ama ko. Yamang ang isang ito ang panganay, ipatong mo ang iyong kanang kamay sa kanyang ulo.”","kag nagsiling, “Tay, indi ina amo. Ari ang magulang; itungtong ang imo tuo nga kamot sa iya ulo.”"
Genesis,48,19,"Subalit tumanggi ang kanyang ama, “Nalalaman ko, anak ko, nalalaman ko. Siya man ay magiging isang bayan, at siya man ay magiging dakila. Subalit ang kanyang kapatid na mas bata ay magiging higit na dakila kaysa kanya, at ang kanyang binhi ay magiging napakaraming mga bansa.”","Pero nagsabat ang iya amay, “Huo, nahibaluan ko man anak. Ang mga kaliwat ni Manase mangin bantog man nga katawhan. Pero mas mangin bantog ang mga kaliwat ni Efraim kag mangin madamo sila nga mga grupo sang mga katawhan.”"
Genesis,48,20,"Kaya't kanyang binasbasan sila nang araw na iyon, na sinasabi, “Sa pamamagitan mo ang Israel ay magpapala, na magsasabi, ‘Gawin ka nawa ng Diyos na gaya ni Efraim at gaya ni Manases.’”","Gani ginhimo niya si Efraim nga labaw sang sa kay Manase. Kag sang sadto nga adlaw, ginbendisyunan niya sila nga nagasiling, “Pagagamiton sang mga Israelinhon ang inyo mga ngalan sa pagbendisyon. Magasiling sila, ‘Kabay pa nga pakamaayuhon ka sang Dios pareho kay Efraim kag kay Manase.’ ”"
Genesis,48,21,"At sinabi ni Israel kay Jose, “Ako'y malapit nang mamatay, ngunit ang Diyos ay lagi ninyong kasama, at ibabalik kayong muli sa lupain ng inyong mga ninuno.","Dayon nagsiling si Israel kay Jose, “Madali na lang ako mapatay, pero indi kamo magkabalaka kay pagaupdan kamo sang Dios kag pabalikon sa duta sang inyo katigulangan."
Genesis,48,22,"Bukod dito'y binigyan kita ng isang libis ng bundok na higit kaysa iyong mga kapatid, na kinuha ko sa pamamagitan ng aking tabak at busog sa kamay ng mga Amoreo.”",Kag ikaw Jose ang magapanubli sang Shekem kag indi ang imo mga utod. Ina nga lugar naangkon ko sa pagpakig-away sa mga Amornon.”
Genesis,49,1,"Pagkatapos ay tinawag ni Jacob ang kanyang mga anak, at sinabi, “Magtipun-tipon kayo at sasabihin ko sa inyo ang mangyayari sa inyo sa mga araw na darating.","Dayon gintawag ni Jacob ang iya mga anak kag ginsilingan, “Magtipon kamo kay sugiran ko kamo kon ano ang matabo sa inyo sa palaabuton."
Genesis,49,2,"Magtipun-tipon kayo at makinig, kayong mga anak ni Jacob; at inyong pakinggan si Israel na inyong ama.","Mga anak, magpalapit kamo kag magpamati sa akon nga inyo amay."
Genesis,49,3,"Ruben, ikaw ang aking panganay, ang aking kalakasan, ang siyang pasimula ng aking kapangyarihan, ang pinakamataas sa karangalan at kalakasan, at siyang kasakdalan ng kapangyarihan.","“Ikaw Reuben, nga akon kamagulangan nga anak, ikaw ang nahauna nga bunga sang akon pagkalalaki. Mas dungganon ka kag mas gamhanan sang sa imo mga utod ."
Genesis,49,4,"Kagaya ng kumukulong tubig, ikaw ay hindi mangingibabaw; sapagkat, sumampa ka sa higaan ng iyong ama: pagkatapos ay dinumihan mo ito—sumampa sa aking tulugan.","Pero pareho ka sa nagabukal nga tubig, kay indi ka makapugong sang imo kailigbon . Kag tungod kay nagpakighilawas ka sa akon asawa nga suluguon, madula ang imo pagkadungganon."
Genesis,49,5,Si Simeon at si Levi ay magkapatid; ang kanilang mga sandata ay mga kasangkapan ng karahasan.,"“Kamo Simeon kag Levi nga magkadampig, ginagamit ninyo ang inyo armas sa pagpamintas."
Genesis,49,6,"Huwag nawang pumasok ang aking kaluluwa sa kanilang payo; huwag isama ang aking espiritu sa kanilang kapisanan; Sapagkat sa kanilang galit ay pumatay sila ng tao, at sa kanilang sariling kalooban ay nilumpo nila ang baka.",Indi ako mag-intra ukon magtambong sa inyo pagtilipon kay sa inyo kaakig nagpamatay kamo sang tawo kag nagpagusto kamo pamiang sang mga turo nga baka.
Genesis,49,7,"Sumpain ang kanilang galit, sapagkat ito ay mabangis; at ang kanilang poot, sapagkat ito ay malupit. Hahatiin ko sila sa Jacob, at ikakalat ko sila sa Israel.",Pakamalauton kamo tungod sa inyo kaakig nga may kapintas. Laptahon ko ang inyo mga kaliwat sa Israel.
Genesis,49,8,"Juda, pupurihin ka ng iyong mga kapatid; ang iyong kamay ay malagay sa leeg ng iyong mga kaaway; ang mga anak ng iyong ama nawa ay yumukod sa harapan mo.","“Ikaw Juda, pagadayawon ka kag pagatahuron sang imo mga utod. Pierdihon mo ang imo mga kaaway."
Genesis,49,9,"Si Juda'y isang anak ng leon. Aking anak, ikaw ay umahon mula sa pagkahuli, siya'y yumuko, siya'y lumugmok na parang leon; at gaya ng isang babaing leon, sinong makakagising sa kanya?","Pareho ka sang bataon pa nga leon nga pagkatapos niya pangita sang tulukbon, nagabalik siya sa iya palanaguan kag didto nagaluko. Kag wala gid sing may nagapangahas nga mag-disturbo sa iya."
Genesis,49,10,"Ang setro ay hindi mahihiwalay kay Juda, ni ang tungkod ng pagkapuno sa pagitan ng kanyang mga paa, hanggang sa ang Shilo ay dumating; at ang pagtalima ng mga bayan sa kanya.","Padayon ka nga magadumala, Juda. Magahalin sa imo mga kaliwat ang mga manugdumala. Gani magahatag ang mga nasyon sang buhis sa imo kag magatuman sila sa imo."
Genesis,49,11,"Itinali ang kanyang batang asno sa puno ng ubas, at ang guya ng kanyang asno sa piling puno ng ubas; nilabhan niya ang kanyang suot sa alak, at ang kanyang damit sa dugo ng ubas.","Mangin bugana ang imo duta; gani bisan ihigot mo ang asno malapit sa pinakamaayo nga tanom sang ubas, indi niya ini pagkaunon . Kag bisan ipanglaba mo pa ang ilimnon indi ini maubos ."
Genesis,49,12,"Ang kanyang mga mata ay namumula sa alak, at ang kanyang mga ngipin ay namumuti sa gatas.",Gani sa sobra nga inom sang ilimnon magapula ang imo mata kag sa sobra nga inom sang gatas magaputi ang imo ngipon.
Genesis,49,13,"Si Zebulon ay tatahan sa dalampasigan, at siya'y magiging kanlungan ng mga sasakyang-dagat; at ang kanyang hangganan ay magiging hanggang Sidon.","“Ikaw Zebulun, magaestar ka malapit sa dagat. Ang imo lugar mangin dulungkaan sang mga sakayan. Ang imo duta magalambot hasta sa Sidon."
Genesis,49,14,"Si Isacar ay isang malakas na asno, na nahihiga sa gitna ng mga kawan ng mga tupa;","“Ikaw Isacar, pareho ka sa makusog nga asno pero nagaluko lang sa elistaran sang mga karnero."
Genesis,49,15,"at nakakita siya ng dakong pagpapahingahan, na ito ay mabuti, at ang lupain ay maganda; at kanyang iniyuko ang kanyang balikat upang pasanin, at naging aliping sapilitang pinagagawa.","Agwantahon mo nga magpaulipon bisan papas-anon ka sang mabug-at kag puwersahon nga magtrabaho, basta maayo kag bugana lang ang lugar nga imo estaran."
Genesis,49,16,"Si Dan ay hahatol sa kanyang bayan, bilang isa sa mga lipi ni Israel.","“Ikaw Dan, pagadumalahan mo sing maayo ang imo katawhan bilang isa sa mga tribo sang Israel."
Genesis,49,17,"Si Dan ay magiging ahas sa daan, isang ulupong sa landas, na nangangagat ng mga sakong ng kabayo, kaya't nahuhulog sa likuran ang sakay niyon.","Mangin pareho ka sa dalitan nga man-og sa higad sang dalan nga nagapanukob sang tiil sang nagaagi nga kabayo, gani nagakahulog ang nagasakay sini.”"
Genesis,49,18,"Aking hinintay ang iyong pagliligtas, O Panginoon .","Dayon nagsiling si Jacob, “O Ginoo , nagahulat ako sa imo pagluwas.”"
Genesis,49,19,"Si Gad ay sasalakayin ng isang pulutong ng mandarambong, ngunit siya ang sasalakay sa kanilang mga sakong.","Nagpadayon pa gid siya sa pagsiling, “Ikaw Gad, pagasalakayon ka sang grupo sang mga tulisan, pero balusan mo sila samtang nagapalagyo sila."
Genesis,49,20,"Mula kay Aser, ang kanyang tinapay ay tataba, at siya ay magbibigay ng pagkaing-hari.","“Ikaw Asher, mangin bugana ka sa pagkaon. Magapatubas ka sang mga pagkaon nga para sa mga hari."
Genesis,49,21,"Si Neftali ay isang babaing usa na pinakawalan, na nagbibigay ng isang magandang pananalita.","“Ikaw Naftali, pareho ka sa ginbuy-an nga usa nga nagabata sang matahom nga mga tinday."
Genesis,49,22,"Si Jose ay isang mabungang supling, isang mabungang supling sa tabi ng bukal; ang kanyang mga sanga'y gumagapang sa ibabaw ng pader.","“Ikaw Jose, pareho ka sa maila nga asno sa higad sang tuburan ukon sa higad sang banglid."
Genesis,49,23,"Ginigipit siya ng mga bihasa sa pana, at namamana, at naghihintay na tambangan siya.","Dumtan ka sang mga manugpana. Sa ila kaugot pan-on ka nila,"
Genesis,49,24,"Ngunit ang kanyang busog ay nananatili sa kalakasan, at ang mga kamay ng kanyang bisig ay pinalakas ng mga kamay ng Makapangyarihan ni Jacob (sa pangalan ng Pastol, ang Bato ng Israel),","pero sige man ang pana mo sa ila. Kag ang imo butkon padayon nga mabaskog, tungod sa bulig sang akon Gamhanan nga Dios, ang manugbantay kag ang palalipdan nga bato sang Israel."
Genesis,49,25,"sa pamamagitan ng Diyos ng iyong ama, na tutulong sa inyo, ng Makapangyarihan sa lahat na magpapala sa inyo, pagpapala ng langit mula sa itaas, mga pagpapala ng mga kalaliman na nalalagay sa ibaba, mga pagpapala ng mga dibdib at ng bahay-bata.",Siya ang Makagagahom nga Dios sang imo mga katigulangan nga nagabulig kag nagapakamaayo sa imo. Bugayan niya ikaw sang ulan kag sang tubig sa tuburan. Bugayan niya ikaw sang madamo nga kabataan kag kasapatan.
Genesis,49,26,"Ang mga pagpapala ng iyong ama ay higit na malakas kaysa pagpapala ng walang hanggang kabundukan, sa kasaganaan ng mga burol na walang hanggan; nawa ang mga iyon ay mapasaulo ni Jose, at para sa kilay niya na ibinukod mula sa mga kapatid.","Karon, madamo gid ang akon mga pagpakamaayo; sobra pa sa kabuganaan sang madugay na nga mga bukid. Kabay pa nga mabaton mo ini nga mga pagpakamaayo, Jose—ikaw nga labaw sang sa imo mga utod."
Genesis,49,27,"Si Benjamin ay isang lobong mabangis; sa umaga'y nilalamon niya ang nasila, at sa gabi ay paghahatian niya ang samsam.”","“Ikaw Benjamin, pareho ka sa mabangis nga ido nga kon adlaw nagapangaon sang iya mabiktima, kag kon gab-i ginabahin-bahin niya ang nabilin.”"
Genesis,49,28,"Ang lahat ng ito ang labindalawang lipi ng Israel. At ito ang sinalita ng kanilang ama sa kanila, at sila'y binasbasan niya, ang bawat isa ayon sa basbas sa kanya. Ang Pagkamatay at Paglilibing kay Jacob",Ini sila amo ang dose ka anak ni Jacob nga ginhalinan sang mga tribo sang Israel. Kag amo ato ang pamilin-bilin ni Jacob sa kada isa sa ila. Ang Pagkapatay ni Jacob
